"","Year","Symbol","PE_Ratio","Sector","Industry","Capital_structure","Efficiency","Profitability_related","F.Score","Holding_Return","Modified_PE_Ratio"
"49","Y2009","AMGN",10.5012792489353,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",2,1,4,7,-0.0204329,10.5012792489353
"50","Y2009","AMOT",10.7612568561873,"Capital Goods","Electrical Products",3,1,3,7,0.25,10.7612568561873
"51","Y2009","AMSC",0,"Consumer Durables","Metal Fabrications",2,0,2,4,1.5076639,-67.9380341951567
"52","Y2009","AMSWA",30.3945544973545,"Technology","Computer Software: Prepackaged Software",2,2,3,7,0.27659574,30.3945544973545
"53","Y2009","AMWD",0,"Basic Industries","Forest Products",2,1,2,5,0.079539221,-82.0263711697722
"54","Y2009","AMZN",42.785208514239,"Consumer Services","Catalog/Specialty Distribution",2,2,4,8,1.62324506,42.785208514239
"55","Y2009","ANDE",17.7541771681004,"Consumer Services","Farming/Seeds/Milling",1,0,3,4,0.56674749,17.7541771681004
"56","Y2009","ANGO",32.3532713995354,"Health Care","Medical/Dental Instruments",2,2,4,8,0.17238853,32.3532713995354
"57","Y2009","ANIP",0,"Health Care","Major Pharmaceuticals",2,1,3,6,0.45000003,-5.83572134130023
"58","Y2009","ANSS",29.2896099886632,"Technology","Computer Software: Prepackaged Software",0,2,4,6,0.558264631,29.2896099886632
"59","Y2009","AOBC",0,"Capital Goods","Ordnance And Accessories",2,1,2,5,0.80176211,-3.58961881589619
"60","Y2009","APEI",45.5537273738395,"Consumer Services","Other Consumer Services",2,2,4,8,-0.07609567,45.5537273738395
"61","Y2009","APEN",0,"Health Care","Medical/Dental Instruments",2,2,1,5,-0.23809523,-1.11243861567804
"62","Y2009","APLP",6.16291157292613,"Public Utilities","Natural Gas Distribution",2,1,4,7,0.978628584,6.16291157292613
"63","Y2009","APOG",6.19790399237043,"Capital Goods","Auto Parts:O.E.M.",2,2,4,8,0.35135135,6.19790399237043
"64","Y2009","APPS",0,"Miscellaneous","Multi-Sector Companies",1,2,1,4,-0.7142857,-0.584299516908213
"65","Y2009","APRI",0,"Health Care","Major Pharmaceuticals",2,2,2,6,1.0714286,-1.53056653271849
"66","Y2009","APWC",0,"Basic Industries","Telecommunications Equipment",2,0,2,4,1.130434783,-4.03134769433465
"67","Y2009","ARAY",0,"Health Care","Medical/Dental Instruments",3,1,2,6,0.0872093,598.015873015873
"68","Y2009","ARCI",65.2994071146245,"Consumer Services","Home Furnishings",2,0,1,3,-0.22033898,65.2994071146245
"69","Y2009","AREX",13.6330816205534,"Energy","Oil & Gas Production",2,1,4,7,0.05608755,13.6330816205534
"70","Y2009","ARII",9.54626968352558,"Capital Goods","Railroads",3,0,3,6,0.04653371,9.54626968352558
"71","Y2009","ARKR",8.93003825944171,"Consumer Services","Restaurants",1,1,4,6,0.26421697,8.93003825944171
"72","Y2009","ARLP",7.55645329051383,"Energy","Coal Mining",3,0,3,6,0.61346719,7.55645329051383
"73","Y2009","ARLZ",0,"Health Care","Major Pharmaceuticals",2,2,0,4,0.186507937,-43.1726136956522
"74","Y2009","ARQL",0,"Health Care","Major Pharmaceuticals",1,2,3,6,-0.12559242,-3.25780291672346
"75","Y2009","ARRS",0,"Technology","Radio And Television Broadcasting And Communications Equipment",2,1,2,5,0.43773585,-7.35048647005169
"76","Y2009","ARRY",0,"Health Care","Major Pharmaceuticals",0,0,1,1,-0.30617284,-1.14633493846977
"77","Y2009","ARTNA",13.9609630434783,"Public Utilities","Water Supply",2,0,3,5,0.152296979,13.9609630434783
"78","Y2009","ARTW",21.3909830200501,"Capital Goods","Industrial Machinery/Components",3,0,3,6,0.17127072,21.3909830200501
"79","Y2009","ASCMA",0,"Consumer Services","Other Consumer Services",3,0,3,6,0.1689561,-4.89699227516379
"80","Y2009","ASML",0,"Technology","Industrial Machinery/Components",1,0,2,3,0.886552297,-46.1135044392296
"81","Y2009","ASNA",14.4385669362084,"Consumer Services","Clothing/Shoe/Accessory Stores",3,1,3,7,1.1499069,14.4385669362084
"82","Y2009","ASTE",10.5770985093168,"Capital Goods","Construction/Ag Equipment/Trucks",2,0,2,4,-0.140121258,10.5770985093168
"83","Y2009","ASUR",0,"Technology","EDP Services",1,1,1,3,-0.806667,-1.02992651044608
"84","Y2009","ASYS",0,"Technology","Industrial Machinery/Components",3,0,2,5,2,-27.7204585537919
"85","Y2009","ATAI",0.669313014119825,"Consumer Services","Other Consumer Services",1,0,3,4,-0.12180747,0.669313014119825
"86","Y2009","ATEC",0,"Health Care","Medical/Dental Instruments",0,2,1,3,1.27234042,-7.05408120020077
"87","Y2009","ATHN",0,"Miscellaneous","Business Services",2,2,4,8,0.20255192,132.134773427396
"88","Y2009","ATNI",10.508160521115,"Public Utilities","Telecommunications Equipment",2,1,4,7,1.06967996,10.508160521115
"89","Y2009","ATRC",0,"Health Care","Medical/Dental Instruments",1,0,2,3,1.72072072,-13.5824000878349
"90","Y2009","ATRI",11.1014634584475,"Health Care","Medical/Dental Instruments",3,1,3,7,0.60370756,11.1014634584475
"91","Y2009","ATVI",0,"Technology","Computer Software: Prepackaged Software",1,1,3,5,0.28587963,-118.43239852677
"92","Y2009","AUDC",0,"Public Utilities","Telecommunications Equipment",2,1,2,5,0.45402299,-1.66927637579811
"93","Y2009","AVAV",26.1676319247819,"Capital Goods","Aerospace",1,1,4,6,-0.2099973,26.1676319247819
"94","Y2009","AVDL",0,"Health Care","Major Pharmaceuticals",2,2,2,6,0.8877551,-16.814861660079
"95","Y2009","AVGO",0,"Technology","Semiconductors",2,0,2,4,0.108484909,-73.5678030582524
"96","Y2009","AVHI",0,"Capital Goods","Homebuilding",2,0,1,3,-0.35859729,-2.72764799956937
"97","Y2009","AVID",0,"Technology","Computer Software: Prepackaged Software",2,1,2,5,0.1695692,-3.89964366540903
"98","Y2009","AVNW",0,"Technology","Radio And Television Broadcasting And Communications Equipment",2,0,2,4,0.3391473,-0.978486159648432
"99","Y2009","AWRE",20.0154673066064,"Technology","Computer Software: Prepackaged Software",3,1,0,4,0.4973262,20.0154673066064
"100","Y2009","AXAS",0,"Energy","Oil & Gas Production",0,0,2,2,1.66666667,-3.01241180599165
"101","Y2009","AYTU",0,"Health Care","Major Pharmaceuticals",2,1,4,7,-0.01960785,-13.9476166049428
"102","Y2009","AZPN",15.1000417710944,"Technology","EDP Services",2,2,3,7,0.32075472,15.1000417710944
"103","Y2009","BABY",29.1659481135465,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",2,0,2,4,0.14208494,29.1659481135465
"104","Y2009","BBBY",18.4997895470383,"Consumer Services","Home Furnishings",3,1,3,7,0.51888281,18.4997895470383
"105","Y2009","BBGI",15.9988352380952,"Consumer Services","Broadcasting",1,1,4,6,0.9833333,15.9988352380952
"106","Y2009","BBOX",8.84969122387694,"Technology","Computer Communications Equipment",1,1,4,6,0.0849923,8.84969122387694
"107","Y2009","BBSI",19.9650817264257,"Technology","Professional Services",2,0,3,5,0.127522936,19.9650817264257
"108","Y2009","BCPC",22.8203636894578,"Basic Industries","Major Chemicals",2,0,3,5,0.34524285,22.8203636894578
"109","Y2009","BECN",12.7770876397516,"Consumer Services","RETAIL: Building Materials",2,1,4,7,0.1527378,12.7770876397516
"110","Y2009","BELFA",0,"Capital Goods","Electrical Products",3,1,2,6,0.07760532,-18.3013986119324
"111","Y2009","BELFB",0,"Capital Goods","Electrical Products",3,1,2,6,0.0136792,-17.2464690890417
"112","Y2009","BIIB",14.609891021085,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",2,2,4,8,0.12324163,14.609891021085
"113","Y2009","BIOL",0,"Health Care","Medical/Dental Instruments",2,0,1,3,0.28188042,-7.28406551682836
"114","Y2009","BJRI",30.6493893686024,"Consumer Services","Restaurants",2,1,4,7,0.74837512,30.6493893686024
"115","Y2009","BLDP",10.1493430189082,"Energy","Industrial Machinery/Components",2,1,2,5,0.67256637,10.1493430189082
"116","Y2009","BLDR",0,"Consumer Services","RETAIL: Building Materials",1,0,1,2,1.509803922,-1.49750624814207
"117","Y2009","BLKB",23.1240358608059,"Technology","Computer Software: Prepackaged Software",3,1,4,8,0.7503703,23.1240358608059
"118","Y2009","BLNK",NA,"Consumer Durables","Electrical Products",3,2,4,9,-0.10891089,NA
"119","Y2009","BMRA",9.72619047619048,"Health Care","Medical/Dental Instruments",3,0,3,6,-0.21153846,9.72619047619048
"120","Y2009","BMRN",0,"Health Care","Major Pharmaceuticals",1,1,1,3,0.05674158,102.689791467902
"121","Y2009","BNSO",0,"Capital Goods","Industrial Machinery/Components",3,2,1,6,0.53968254,-0.767898193760263
"122","Y2009","BOOM",16.862410016698,"Capital Goods","Industrial Specialties",2,1,3,6,0.03832211,16.862410016698
"123","Y2009","BOSC",0,"Technology","Computer Communications Equipment",1,2,2,5,0.2173913,-2.40010440674174
"124","Y2009","BRID",9.39841876102293,"Consumer Non-Durables","Specialty Foods",3,1,0,4,1.93963255,9.39841876102293
"125","Y2009","BRKR",28.6335851727982,"Capital Goods","Biotechnology: Laboratory Analytical Instruments",1,1,4,6,1.985148515,28.6335851727982
"126","Y2009","BRKS",0,"Technology","Industrial Machinery/Components",2,0,1,3,0.4767642,-1.34439343593791
"127","Y2009","BSET",0,"Consumer Durables","Home Furnishings",3,1,3,7,0.03880597,-1.04890594839276
"128","Y2009","BSPM",NA,"Health Care","Major Pharmaceuticals",3,1,2,6,0.1410256,NA
"129","Y2009","BSTC",28.1901545382681,"Health Care","Major Pharmaceuticals",2,2,1,5,0.37149533,28.1901545382681
"130","Y2009","BVSN",0,"Technology","Computer Software: Prepackaged Software",3,0,2,5,0.221621622,-6.70137936712799
"131","Y2009","CA",11.998821699274,"Technology","Computer Software: Prepackaged Software",2,1,4,7,0.21208839,11.998821699274
"132","Y2009","CADC",4.41495938922727,"Basic Industries","Engineering & Construction",3,1,3,7,0.81090903,4.41495938922727
"133","Y2009","CAKE",18.0237099971079,"Consumer Services","Restaurants",2,1,3,6,1.137623762,18.0237099971079
"134","Y2009","CALI",NA,"Consumer Services","Motor Vehicles",2,1,2,5,0.31926121,NA
"135","Y2009","CALM",6.40860564347496,"Consumer Non-Durables","Farming/Seeds/Milling",1,0,3,4,0.187456516,6.40860564347496
"136","Y2009","CAPR",0,"Health Care","Major Pharmaceuticals",2,1,1,4,0.4235294,-7.49597423510467
"137","Y2009","CASM",0,"Health Care","Medical/Dental Instruments",2,0,2,4,0.09278351,-90.6372529644269
"138","Y2009","CASS",14.7313166963755,"Miscellaneous","Business Services",2,2,4,8,-0.001969805,14.7313166963755
"139","Y2009","CASY",14.6790639077853,"Consumer Durables","Automotive Aftermarket",2,2,4,8,0.401405358,14.6790639077853
"140","Y2009","CATS",0,"Health Care","Hospital/Nursing Management",1,1,2,4,0.128205128,-2.10547344904623
"141","Y2009","CAVM",0,"Technology","Semiconductors",1,1,4,6,1.26736441,423.416995158103
"142","Y2009","CBAK",0,"Miscellaneous","Industrial Machinery/Components",3,1,2,6,0.71604938,-24.6723528084044
"143","Y2009","CBLI",0,"Health Care","Biotechnology: Commercial Physical & Biological Resarch",2,2,2,6,0.55399061,-3.67204168771206
"144","Y2009","CBMG",0,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",2,2,3,7,1,-5.09090909090909
"145","Y2009","CBRL",8.16799091283572,"Consumer Services","Restaurants",2,1,3,6,0.84507052,8.16799091283572
"146","Y2009","CCCL",0.0463235263614316,"Capital Goods","Building Materials",2,1,2,5,-0.067415663,0.0463235263614316
"147","Y2009","CCMP",42.3695757936508,"Technology","Semiconductors",2,0,3,5,0.26428842,42.3695757936508
"148","Y2009","CCOI",0,"Consumer Services","Telecommunications Equipment",1,1,2,4,0.50995406,-31.2674472332016
"149","Y2009","CCRN",0,"Technology","Professional Services",1,1,2,4,0.12741752,-2.76207918767889
"150","Y2009","CCUR",0,"Technology","Computer Manufacturing",3,2,2,7,0.16470588,-1.47849506122449
"151","Y2009","CDMO",0,"Health Care","Major Pharmaceuticals",2,2,2,6,-0.5917242,-7.88953237114666
"152","Y2009","CDNS",0,"Technology","Computer Software: Prepackaged Software",1,2,3,6,0.63661202,-9.59537493158183
"153","Y2009","CDTI",0,"Capital Goods","Pollution Control Equipment",2,1,1,4,-0.4461538,-8.66306926745718
"154","Y2009","CDZI",0,"Public Utilities","Water Supply",2,2,2,6,-0.04316547,-12.1993652443406
"155","Y2009","CECE",17.4362378787879,"Capital Goods","Pollution Control Equipment",1,1,3,5,0.632231405,17.4362378787879
"156","Y2009","CECO",24.1714792257683,"Consumer Services","Other Consumer Services",2,1,4,7,0.29933098,24.1714792257683
"157","Y2009","CELG",29.8055316838784,"Health Care","Major Pharmaceuticals",2,1,4,7,0.007235926,29.8055316838784
"158","Y2009","CENT",10.4468929415738,"Consumer Durables","Consumer Specialties",3,2,4,9,0.82593857,10.4468929415738
"159","Y2009","CENTA",9.83527524484971,"Consumer Durables","Consumer Specialties",3,2,4,9,0.684745763,9.83527524484971
"160","Y2009","CENX",0,"Basic Industries","Aluminum",1,0,1,2,0.6190001,-2.35715217055336
"161","Y2009","CERN",25.594536788451,"Technology","EDP Services",2,1,3,6,1.14408333,25.594536788451
"162","Y2009","CERS",0,"Health Care","Medical/Dental Instruments",2,1,1,4,1.84285714,-4.87000439174352
"163","Y2009","CETV",0,"Consumer Services","Broadcasting",1,0,2,3,0.08701667,-2.36750215704531
"164","Y2009","CEVA",20.2396009787314,"Technology","Semiconductors",1,1,2,4,0.83714286,20.2396009787314
"165","Y2009","CHDN",18.4354771772872,"Consumer Services","Services-Misc. Amusement & Recreation",2,1,4,7,-0.0759525,18.4354771772872
"166","Y2009","CHKE",8.81685249679582,"Consumer Non-Durables","Apparel",3,2,4,9,0.027089337,8.81685249679582
"167","Y2009","CHKP",14.8056390408432,"Technology","Computer Software: Prepackaged Software",3,0,4,7,0.7840969458,14.8056390408432
"168","Y2009","CHNR",0.737917767967287,"Basic Industries","Precious Metals",1,0,2,3,-0.01666667,0.737917767967287
"169","Y2009","CHRW",20.8414297297811,"Transportation","Oil Refining/Marketing",3,1,4,8,0.06723607,20.8414297297811
"170","Y2009","CLMT",6.73262877177573,"Energy","Integrated oil Companies",1,1,3,5,1.09246575,6.73262877177573
"171","Y2009","CLNE",0,"Public Utilities","Natural Gas Distribution",1,1,1,3,1.5513245033,-12.6789545736872
"172","Y2009","CLUB",57.5042659200703,"Consumer Services","Hotels/Resorts",2,0,0,2,-0.2695925,57.5042659200703
"173","Y2009","CLWT",0,"Consumer Durables","Diversified Electronic Products",2,0,2,4,1.44827586,175.438405862978
"174","Y2009","CMCO",0,"Capital Goods","Construction/Ag Equipment/Trucks",1,0,2,3,0.001465201,-3.08295399305556
"175","Y2009","CMCSA",9.78971970899471,"Consumer Services","Television Services",3,1,4,8,-0.001184834,9.78971970899471
"176","Y2009","CMTL",13.8220109734838,"Technology","Radio And Television Broadcasting And Communications Equipment",1,1,3,5,-0.2352684199,13.8220109734838
"177","Y2009","CNET",NA,"Technology","Computer Software: Programming, Data Processing",1,1,3,5,0.54285714,NA
"178","Y2009","CNMD",17.2706862439053,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",2,2,4,8,-0.0476191292,17.2706862439053
"179","Y2009","CNSL",14.4792524750612,"Public Utilities","Telecommunications Equipment",1,0,3,4,0.4713804714,14.4792524750612
"180","Y2009","CNTY",0,"Consumer Services","Hotels/Resorts",3,1,2,6,1.6372549,-5.25539144303446
"181","Y2009","CNXN",17.7592125367386,"Consumer Services","Catalog/Specialty Distribution",3,1,3,7,0.318359375,17.7592125367386
"182","Y2009","COGT",0,"Consumer Services","Advertising",1,1,3,5,0.013869626,-0.444095544966574
"183","Y2009","COHR",0,"Capital Goods","Biotechnology: Laboratory Analytical Instruments",3,0,2,5,0.38536819,-14.4147461904762
"184","Y2009","COHU",0,"Capital Goods","Electrical Products",2,1,2,5,0.14814815,-54.0216673827118
"185","Y2009","COKE",42.0298198945982,"Consumer Non-Durables","Beverages (Production/Distribution)",2,1,3,6,0.17536991,42.0298198945982
"186","Y2009","COLM",10.9658255964917,"Consumer Non-Durables","Apparel",2,1,3,6,0.10376031,10.9658255964917
"187","Y2009","CONN",7.23978870185017,"Consumer Services","Consumer Electronics/Video Chains",2,2,2,6,-0.31132075,7.23978870185017
"188","Y2009","CORT",0,"Health Care","Major Pharmaceuticals",2,2,2,6,1.7254902,-4.9268315102491
"189","Y2009","COST",16.0769993959257,"Consumer Services","Department/Specialty Retail Stores",3,1,3,7,0.127047581,16.0769993959257
"190","Y2009","CPHC",57.9234613916947,"Consumer Services","Services-Misc. Amusement & Recreation",2,2,4,8,0.22335025,57.9234613916947
"191","Y2009","CPIX",NA,"Health Care","Major Pharmaceuticals",2,1,0,3,-0.20058824,NA
"192","Y2009","CPLA",30.1208579265679,"Consumer Services","Other Consumer Services",3,1,3,7,0.2814841,30.1208579265679
"193","Y2009","CPLP",3.05810004106565,"Transportation","Marine Transportation",2,0,3,5,0.17820513,3.05810004106565
"194","Y2009","CPSH",17.297161336687,"Capital Goods","Building Materials",3,2,4,9,-0.17266187,17.297161336687
"195","Y2009","CPSI",11.0195040249402,"Technology","EDP Services",3,2,4,9,0.71828361,11.0195040249402
"196","Y2009","CPST",0,"Energy","Industrial Machinery/Components",0,2,0,2,0.5238096,-3.93349206825397
"197","Y2009","CRAI",45.6390937933981,"Miscellaneous","Other Consumer Services",2,0,3,5,-0.010397326,45.6390937933981
"198","Y2009","CRME",0,"Health Care","Major Pharmaceuticals",2,2,0,4,-0.02197802,-9.69023004459309
"199","Y2009","CRMT",12.1129124921679,"Consumer Durables","Automotive Aftermarket",2,2,3,7,0.90658943,12.1129124921679
"200","Y2009","CRNT",11.5530690537084,"Technology","Radio And Television Broadcasting And Communications Equipment",1,1,2,4,1.3247525,11.5530690537084
"201","Y2009","CRUS",91.0111111111111,"Technology","Semiconductors",3,1,4,8,1.544776119,91.0111111111111
"202","Y2009","CRWS",0,"Basic Industries","Textiles",2,0,2,4,0.20754717,-0.981335209038078
"203","Y2009","CRZO",0,"Energy","Oil & Gas Production",2,1,2,5,0.64658385,-31.6647213199989
"204","Y2009","CSCO",15.615340287226,"Technology","Computer Communications Equipment",2,0,3,5,0.468711808,15.615340287226
"205","Y2009","CSGP",34.1419474214192,"Miscellaneous","Business Services",2,2,4,8,0.268063184,34.1419474214192
"206","Y2009","CSGS",8.36119644012114,"Technology","EDP Services",1,2,4,7,0.092730458,8.36119644012114
"207","Y2009","CSII",0,"Health Care","Medical/Dental Instruments",1,2,1,4,-0.95064516,-6.28567916842253
"208","Y2009","CSPI",0,"Technology","EDP Services",3,0,2,5,0.25773196,-2.25311101284958
"209","Y2009","CSX",9.98903610697751,"Transportation","Railroads",3,1,3,7,0.49337847,9.98903610697751
"210","Y2009","CTAS",14.8975596927284,"Consumer Non-Durables","Apparel",3,0,3,6,0.1222557,14.8975596927284
"211","Y2009","CTG",9.08129604743083,"Technology","EDP Services",3,2,4,9,1.48757764,9.08129604743083
"212","Y2009","CTIB",10.9162178656126,"Basic Industries","Specialty Chemicals",3,1,3,7,0.08571429,10.9162178656126
"213","Y2009","CTRN",18.3211644940476,"Consumer Services","Clothing/Shoe/Accessory Stores",2,2,4,8,0.876358764,18.3211644940476
"214","Y2009","CTSH",18.5765385649978,"Technology","EDP Services",3,1,2,6,1.50996689,18.5765385649978
"215","Y2009","CTWS",16.1832707865969,"Public Utilities","Water Supply",2,1,3,6,0.049131679,16.1832707865969
"216","Y2009","CTXS",24.5266954461396,"Technology","Computer Software: Prepackaged Software",2,0,3,5,0.765379888,24.5266954461396
"217","Y2009","CUI",0,"Consumer Non-Durables","Electronic Components",2,1,3,6,-0.15,-20.5826086956522
"218","Y2009","CUR",0,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",2,1,2,5,0.08484848,-0.40702423311119
"219","Y2009","CUTR",0,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",3,0,2,5,-0.04058625,-49.8823212360762
"220","Y2009","CVCO",0,"Basic Industries","Homebuilding",3,0,1,4,0.33581255,407.073696598639
"221","Y2009","CVGW",14.520633075819,"Consumer Non-Durables","Farming/Seeds/Milling",1,1,0,2,0.47826087,14.520633075819
"222","Y2009","CVLT",58.3779760629252,"Technology","Computer Software: Prepackaged Software",3,1,3,7,0.76733788,58.3779760629252
"223","Y2009","CVV",25.5554879902706,"Technology","Industrial Machinery/Components",1,1,4,6,0.33870968,25.5554879902706
"224","Y2009","CWCO",29.1107275256917,"Public Utilities","Water Supply",0,1,3,4,0.1432,29.1107275256917
"225","Y2009","CWST",0,"Public Utilities","Environmental Services",3,0,3,6,-0.01470588,-32.8693102129287
"226","Y2009","CXDC",14.4584792019575,"Capital Goods","Containers/Packaging",2,2,2,6,-0.94798975,14.4584792019575
"227","Y2009","CY",0,"Technology","Semiconductors",3,1,2,6,1.36241611,-2.17610731329862
"228","Y2009","CYCC",0,"Health Care","Major Pharmaceuticals",2,2,1,5,1.4761906,-1.11348664869569
"229","Y2009","CYOU",NA,"Technology","Computer Software: Prepackaged Software",3,2,4,9,0.50954541,NA
"230","Y2009","CYRN",40.2638339920949,"Technology","Computer Software: Prepackaged Software",3,0,0,3,1.37254902,40.2638339920949
"231","Y2009","CYRX",0,"Transportation","Oil Refining/Marketing",3,1,1,5,-0.1276596,-7.42788695652174
"232","Y2009","CYTK",0,"Health Care","Major Pharmaceuticals",2,1,0,3,0.02105257,-3.19988211693595
"233","Y2009","CYTX",0,"Health Care","Medical/Dental Instruments",2,2,0,4,0.68975075,-5.03670948344862
"234","Y2009","DAIO",8.47042507454407,"Capital Goods","Electrical Products",2,2,4,8,0.8583333,8.47042507454407
"235","Y2009","DAKT",9.60091571180556,"Consumer Durables","Miscellaneous manufacturing industries",2,0,3,5,-0.01602564,9.60091571180556
"236","Y2009","DAVE",0,"Consumer Services","Restaurants",1,0,1,2,1.0862069,194.097826086957
"237","Y2009","DCAR",11.7066942738162,"Consumer Services","Telecommunications Equipment",2,0,3,5,0.43654822,11.7066942738162
