"","Year","Symbol","F.Score_Grouping","Holding_Return"
"94","Y2009","MSCC","Low_F.Score",0.289414413201084
"95","Y2009","MSTR","High_F.Score",1.4881545031341
"96","Y2009","MTRX","High_F.Score",-0.194112235189278
"97","Y2009","MYGN","High_F.Score",-0.401313389799637
"98","Y2009","NATH","High_F.Score",0.167543201303205
"99","Y2009","NBIX","Low_F.Score",-0.281690140401997
"100","Y2009","NEOG","High_F.Score",1.35870230642213
"101","Y2009","NTCT","High_F.Score",0.515991470437297
"102","Y2009","OPTT","Low_F.Score",0.0579710768016568
"103","Y2009","OTTR","High_F.Score",-0.00408163361666869
"104","Y2009","PAYX","High_F.Score",-0.053700484275035
"105","Y2009","PCH","High_F.Score",0.510996097945254
"106","Y2009","PCYO","Low_F.Score",0.245614035794146
"107","Y2009","PEP","High_F.Score",0.285159361878457
"108","Y2009","PERY","Low_F.Score",1.7747254122997
"109","Y2009","PETS","High_F.Score",0.184298004442065
"110","Y2009","POWI","High_F.Score",1.39534875575767
"111","Y2009","PPC","High_F.Score",-0.20337078628502
"112","Y2009","PPIH","High_F.Score",-0.0291262129989019
"113","Y2009","PSTI","Low_F.Score",0.0797101450875557
"114","Y2009","PTIE","Low_F.Score",0.492857114499077
"115","Y2009","QRHC","Low_F.Score",0.391304345112279
"116","Y2009","RAVE","High_F.Score",0.12499999948018
"117","Y2009","RECN","High_F.Score",-0.193434888718012
"118","Y2009","REGN","Low_F.Score",0.911255412424998
"119","Y2009","SAFM","High_F.Score",0.427696469025365
"120","Y2009","SBUX","High_F.Score",0.393321856427118
"121","Y2009","SCVL","High_F.Score",0.719195335861588
"122","Y2009","SENEA","High_F.Score",-0.0347097562978617
"123","Y2009","SFLY","High_F.Score",1.57097118476969
"124","Y2009","SHPG","High_F.Score",0.836672338784757
"125","Y2009","SIGM","High_F.Score",-0.375935200762174
"126","Y2009","SLAB","High_F.Score",0.805681744233911
"127","Y2009","SLP","High_F.Score",0.949275365218547
"128","Y2009","SMTC","High_F.Score",0.0289126960008792
"129","Y2009","SONC","High_F.Score",0.00496524282915622
"130","Y2009","SYNA","High_F.Score",0.116666582177796
"131","Y2009","TITN","High_F.Score",0.0346729648991213
"132","Y2009","TMUS","High_F.Score",-0.585480093121103
"133","Y2009","TTEK","High_F.Score",-0.077659219398155
"134","Y2009","TUES","Low_F.Score",0.146634615109244
"135","Y2009","TWIN","Low_F.Score",0.118684843236848
"136","Y2009","UHAL","High_F.Score",0.481830311773075
"137","Y2009","UNFI","High_F.Score",0.371727749513548
"138","Y2009","VERU","High_F.Score",0.20295983058499
"139","Y2009","VLGEA","High_F.Score",0.207906295317531
"140","Y2009","VOXX","Low_F.Score",0.254266211243225
"141","Y2009","VRSN","High_F.Score",0.378908246095521
"142","Y2009","WDFC","High_F.Score",0.24474653147498
"143","Y2009","WSCI","Low_F.Score",1.95215310900867
"144","Y2009","XCRA","Low_F.Score",-0.538077402848255
"145","Y2009","XLNX","High_F.Score",0.234604165674865
"146","Y2009","AAON","High_F.Score",0.248344303331495
"147","Y2009","AAXN","Low_F.Score",0.254273503486298
"148","Y2010","ABAX","High_F.Score",0.271581894337787
"149","Y2010","ACET","Low_F.Score",-0.220913106860719
"150","Y2009","ACHN","Low_F.Score",0.764331209437898
"151","Y2010","ADBE","High_F.Score",-0.0624823025360364
"152","Y2010","ADI","High_F.Score",0.366412247797104
"153","Y2010","AEY","Low_F.Score",-0.331210191390129
"154","Y2010","AGYS","High_F.Score",0.246636770214727
"155","Y2009","AHGP","High_F.Score",1.00746720038114
"156","Y2010","ALCO","High_F.Score",-0.187499957115257
"157","Y2009","ALGT","High_F.Score",0.272767317857709
"158","Y2010","ALKS","Low_F.Score",0.49397590355134
"159","Y2010","ALNY","Low_F.Score",-0.438307872491963
"160","Y2010","ALOG","High_F.Score",0.157745955729907
"161","Y2010","AMSC","High_F.Score",-0.661296350629912
"162","Y2010","AMWD","Low_F.Score",-0.316976875892964
"163","Y2009","ANDE","High_F.Score",1.36775122950851
"164","Y2010","ANGO","Low_F.Score",-0.137795275263495
"165","Y2009","ANIK","Low_F.Score",0.54901960951921
"166","Y2009","APEI","High_F.Score",0.107940962387246
"167","Y2010","APOG","High_F.Score",0.182825485072432
"168","Y2009","ARDM","Low_F.Score",0.0714285714775509
"169","Y2009","ARLP","High_F.Score",0.440206186228696
"170","Y2009","ARLZ","Low_F.Score",0.565359476884704
"171","Y2009","ARNA","Low_F.Score",0.0365448830235124
"172","Y2009","ARRS","High_F.Score",0.629579376253957
"173","Y2010","ARTW","High_F.Score",0.642857143529216
"174","Y2010","ASNA","High_F.Score",0.124905374210209
"175","Y2010","ASYS","High_F.Score",-0.661630218708877
"176","Y2010","ATHN","High_F.Score",0.234409183546675
"177","Y2009","ATVI","High_F.Score",0.152007643078854
"178","Y2010","AVGO","High_F.Score",0.51264598771436
"179","Y2010","AVNW","High_F.Score",-0.425427876885985
"180","Y2010","BBBY","High_F.Score",0.574163858044098
"181","Y2009","BCPC","High_F.Score",1.20702338990637
"182","Y2009","BDSI","Low_F.Score",0.119883039953806
"183","Y2009","BGFV","High_F.Score",1.59284497186204
"184","Y2010","BIIB","High_F.Score",0.280188226779569
"185","Y2009","BJRI","High_F.Score",0.675053847398017
"186","Y2009","BLDR","Low_F.Score",0.559405940714113
"187","Y2009","BMRN","Low_F.Score",0.892307773150464
"188","Y2009","BRKR","High_F.Score",1.37824675427185
"189","Y2010","BSET","High_F.Score",0.384751773643925
"190","Y2009","BWEN","Low_F.Score",-0.00666664412239382
"191","Y2010","CA","High_F.Score",0.241304347114933
"192","Y2009","CALD","Low_F.Score",0.251724138336412
"193","Y2009","CALI","Low_F.Score",0.0580474519566403
"194","Y2010","CASY","High_F.Score",0.0455090300432495
"195","Y2010","CBRL","High_F.Score",-0.079605623598598
"196","Y2010","CCMP","High_F.Score",0.139927580887665
"197","Y2009","CCRN","High_F.Score",0.543511433487982
"198","Y2010","CDNS","High_F.Score",0.461769114837556
"199","Y2009","CDZI","Low_F.Score",0.600250625953905
"200","Y2010","CENT","High_F.Score",-0.170731708098147
"201","Y2010","CENTA","High_F.Score",-0.157894736427743
"202","Y2009","CEVA","High_F.Score",0.601648340458114
"203","Y2010","CHKE","High_F.Score",0.00350877189593701
"204","Y2009","CHKP","High_F.Score",0.579018531361966
"205","Y2009","CHNR","Low_F.Score",0.364044944058664
"206","Y2009","CLAR","Low_F.Score",0.246753246589591
"207","Y2010","CLCT","High_F.Score",0.0970873787167923
"208","Y2009","CLDX","Low_F.Score",-0.0568356363997295
"209","Y2010","CMCSA","High_F.Score",0.312798724931129
"210","Y2009","CNSL","High_F.Score",0.847953118877718
"211","Y2010","COHR","High_F.Score",0.157953060202765
"212","Y2009","COKE","High_F.Score",0.126993297241315
"213","Y2010","COST","High_F.Score",0.153856821596914
"214","Y2009","CPLA","High_F.Score",0.751698038525997
"215","Y2010","CPST","Low_F.Score",0.561224491028816
"216","Y2009","CRAI","High_F.Score",0.21398311524953
"217","Y2010","CREE","High_F.Score",-0.521458840873994
"218","Y2009","CRIS","Low_F.Score",1.22463767234764
"219","Y2009","CRME","Low_F.Score",1.25597262760286
"220","Y2009","CRZO","Low_F.Score",1.58445957090486
"221","Y2010","CTRN","High_F.Score",-0.542197926074589
"222","Y2009","CTSO","Low_F.Score",0.700000000473684
"223","Y2010","CTXS","High_F.Score",0.547503604054216
"224","Y2010","CVCO","Low_F.Score",0.279135872602267
"225","Y2010","CVLT","High_F.Score",0.975555599974681
"226","Y2009","CWCO","High_F.Score",0.251612903184724
"227","Y2009","CXDC","Low_F.Score",0.565000000320281
"228","Y2010","CYAN","High_F.Score",0.915789483626062
"229","Y2009","DAVE","High_F.Score",1.56369424988947
"230","Y2009","DENN","High_F.Score",1.30538922294255
"231","Y2010","DGII","High_F.Score",0.00540540525224342
"232","Y2010","DIOD","High_F.Score",0.520535759012933
"233","Y2010","DISH","High_F.Score",0.170028866736288
"234","Y2009","DMRC","High_F.Score",0.776748974219436
"235","Y2009","DORM","High_F.Score",1.03536977455847
"236","Y2010","DOX","High_F.Score",0.0385876253818829
"237","Y2009","DRAD","High_F.Score",0.915887849020047
"238","Y2010","DSGX","High_F.Score",0.350282485611328
"239","Y2009","DSPG","High_F.Score",0.928240741887295
"240","Y2009","DVAX","Low_F.Score",1.0312500000851
"241","Y2009","DXCM","Low_F.Score",1.35265700475424
"242","Y2010","DXLG","High_F.Score",0.213450302932878
"243","Y2009","ECHO","Low_F.Score",-0.0293233090247932
"244","Y2009","ELGX","High_F.Score",0.905660375676447
"245","Y2009","ENG","High_F.Score",-0.389867840719336
"246","Y2010","EPAY","High_F.Score",0.311197851992608
"247","Y2009","EQIX","High_F.Score",0.733570659538588
"248","Y2009","ESEA","Low_F.Score",-0.0025974559064823
"249","Y2010","ESIO","High_F.Score",0.444610701809163
"250","Y2009","ESRX","High_F.Score",1.20402872865845
"251","Y2009","EVEP","Low_F.Score",1.20137930918274
"252","Y2009","EXLS","High_F.Score",0.935034801989796
"253","Y2009","EXPD","High_F.Score",0.305054672889372
"254","Y2010","EXPE","High_F.Score",-0.0917836026233263
"255","Y2010","EZPW","High_F.Score",-0.0280131973402099
"256","Y2010","FARO","High_F.Score",0.553398058537242
"257","Y2010","FFIV","High_F.Score",-0.184695760064561
"258","Y2010","FINL","High_F.Score",0.536252690734274
"259","Y2009","FISV","High_F.Score",0.392210642586571
"260","Y2010","FIZZ","High_F.Score",0.0828571428614742
"261","Y2010","FLEX","High_F.Score",0.146428572102869
"262","Y2009","FLIR","High_F.Score",0.375976562613017
"263","Y2009","FLL","High_F.Score",1.43220339114238
"264","Y2010","FLWS","High_F.Score",0.22751322687032
"265","Y2010","FLXS","High_F.Score",-0.0228161664543028
"266","Y2009","FORM","Low_F.Score",-0.0144284137912122
"267","Y2009","FORR","High_F.Score",0.46498066294523
"268","Y2009","FOSL","High_F.Score",1.40382179593595
"269","Y2010","FOX","High_F.Score",0.035856588128605
"270","Y2010","FOXA","High_F.Score",0.185298511572709
"271","Y2010","FRED","High_F.Score",0.304701627713617
"272","Y2009","FSLR","High_F.Score",-0.0757347057927514
"273","Y2009","FTNT","High_F.Score",0.0341176473318987
"274","Y2009","GAIA","Low_F.Score",1.53048780488762
"275","Y2009","GDEN","High_F.Score",0.0747663550808653
"276","Y2009","GERN","Low_F.Score",0.270693425232225
"277","Y2010","GFN","Low_F.Score",1.26923077097802
"278","Y2010","GLAD","High_F.Score",-0.337673611950352
"279","Y2009","GNCMA","High_F.Score",-0.136227543871485
"280","Y2010","GNTX","High_F.Score",0.557672504271044
"281","Y2010","GOOD","Low_F.Score",0.262283737004143
"282","Y2010","GRMN","High_F.Score",-0.123479158190461
"283","Y2010","GSIT","High_F.Score",0.258741258187781
"284","Y2009","GTLS","High_F.Score",1.53807106704608
"285","Y2009","GTXI","Low_F.Score",-0.683364839186743
"286","Y2010","HA","High_F.Score",-0.184531885874886
"287","Y2009","HBIO","High_F.Score",0.298657940402831
"288","Y2009","HCKT","Low_F.Score",0.376237624665531
"289","Y2009","HCSG","High_F.Score",0.498997996972498
"290","Y2010","HELE","High_F.Score",0.565276544153468
"291","Y2010","HIBB","High_F.Score",0.699081832187608
"292","Y2009","HLIT","Low_F.Score",-0.0292307690897927
"293","Y2009","HPT","High_F.Score",0.995833415879512
"294","Y2009","HSII","Low_F.Score",0.58004515258565
"295","Y2009","HTLD","High_F.Score",0.114112087053356
"296","Y2009","HURN","Low_F.Score",-0.52156495413955
"297","Y2010","HWKN","High_F.Score",0.504152867587904
"298","Y2009","IDCC","High_F.Score",0.0790085593013337
"299","Y2009","IDSY","Low_F.Score",-0.263546797791324
"300","Y2010","IDTI","High_F.Score",0.587878787886688
"301","Y2010","IDXX","High_F.Score",0.341789782701162
"302","Y2009","IEP","Low_F.Score",0.82692297565875
"303","Y2009","III","High_F.Score",0.110749185768084
"304","Y2010","IIJI","High_F.Score",0.310866574999505
"305","Y2010","ILMN","High_F.Score",0.801285253118521
"306","Y2010","IMKTA","Low_F.Score",-0.215625039831009
"307","Y2009","INFN","Low_F.Score",0.151351351307263
"308","Y2009","INOD","High_F.Score",0.160458452450669
"309","Y2009","INSG","High_F.Score",0.197508895959392
"310","Y2009","INSM","Low_F.Score",0.169999999960299
"311","Y2010","INTC","High_F.Score",-0.0946613239905101
"312","Y2010","INTU","High_F.Score",0.066734300666299
"313","Y2009","INVA","Low_F.Score",-0.21647062452828
"314","Y2009","INWK","Low_F.Score",0.214953270822577
"315","Y2009","IPAR","High_F.Score",1.54202401411457
"316","Y2010","IRBT","High_F.Score",1.16952500046901
"317","Y2009","IRWD","Low_F.Score",0.0983871000000001
"318","Y2010","ISCA","High_F.Score",0.156383352723632
"319","Y2010","ISSC","High_F.Score",-0.393298059819621
"320","Y2010","ITI","High_F.Score",-0.0370370370299278
"321","Y2009","ITRI","Low_F.Score",0.532629420412255
"322","Y2009","ITRN","High_F.Score",1.09749670616852
"323","Y2010","IVAC","High_F.Score",-0.102026054235465
"324","Y2009","JASO","High_F.Score",0.658753768429649
"325","Y2010","JBSS","High_F.Score",-0.401515151862492
"326","Y2009","JCOM","High_F.Score",0.0671540460787603
"327","Y2010","JJSF","High_F.Score",0.104477545660346
"328","Y2010","JOUT","High_F.Score",0.226038338624374
"329","Y2009","KALU","High_F.Score",0.668252521582907
"330","Y2009","KFRC","High_F.Score",1.16358463623021
"331","Y2010","KIRK","High_F.Score",-0.287914650185666
"332","Y2010","KLIC","High_F.Score",0.284722222341089
"333","Y2009","KOPN","High_F.Score",0.594827584849719
"334","Y2010","KTEC","Low_F.Score",-0.232804232628902
"335","Y2009","KVHI","Low_F.Score",1.64328657147287
"336","Y2010","LABL","High_F.Score",1.41113290992865
"337","Y2010","LANC","High_F.Score",0.2844210093533
"338","Y2010","LBTYA","High_F.Score",0.42009610897782
"339","Y2010","LBTYK","High_F.Score",0.384216060917075
"340","Y2009","LGCY","Low_F.Score",1.52245356788936
"341","Y2009","LHCG","High_F.Score",0.504937051942382
"342","Y2009","LINC","High_F.Score",0.381004312092578
"343","Y2009","LKQ","High_F.Score",0.422564821393252
"344","Y2009","LMAT","High_F.Score",0.778656126938117
"345","Y2009","LNCE","High_F.Score",0.110950960719089
"346","Y2010","LOGI","High_F.Score",-0.161819537811468
"347","Y2009","LPNT","High_F.Score",0.765580069183772
"348","Y2010","LQDT","High_F.Score",1.62633465993246
"349","Y2010","LRAD","High_F.Score",-0.446096654662133
"350","Y2010","LRCX","High_F.Score",-0.0924730743038255
"351","Y2009","LWAY","High_F.Score",0.483750000129199
"352","Y2009","MANT","High_F.Score",0.165393785787127
"353","Y2010","MAR","High_F.Score",0.128807081845705
"354","Y2009","MASI","High_F.Score",-0.0838509657713696
"355","Y2009","MAT","High_F.Score",0.972246315719503
"356","Y2010","MATW","High_F.Score",-0.101486565200026
"357","Y2009","MDRX","High_F.Score",-0.0888012333201272
"358","Y2009","MELI","High_F.Score",1.5989219190497
"359","Y2009","MGLN","High_F.Score",0.193194324638306
"360","Y2010","MIND","High_F.Score",1.55539128371706
"361","Y2009","MLCO","Low_F.Score",0.4634146371934
"362","Y2010","MMLP","High_F.Score",0.287873946594444
"363","Y2009","MNDO","High_F.Score",1.18749999806546
"364","Y2009","MNKD","Low_F.Score",0.885057413258593
"365","Y2010","MNRO","High_F.Score",1.12250198177433
"366","Y2009","MNTX","High_F.Score",1.55319149100021
"367","Y2010","MPAA","High_F.Score",1.35266458408181
"368","Y2009","MRTN","High_F.Score",0.0551391861005681
"369","Y2010","MRVL","High_F.Score",-0.0628172586554531
"370","Y2010","MSCC","High_F.Score",-0.268558951271866
"371","Y2010","MSFT","High_F.Score",0.0163331563590285
"372","Y2010","MSON","High_F.Score",-0.153508771859893
"373","Y2009","MVIS","Low_F.Score",1.18604641505965
"374","Y2010","MXIM","High_F.Score",0.260399783542297
"375","Y2010","MYGN","High_F.Score",0.141986593873068
"376","Y2010","NAII","High_F.Score",-0.486111111435035
"377","Y2009","NATI","High_F.Score",0.78820385632425
"378","Y2010","NAUH","High_F.Score",0.0654761899203373
"379","Y2009","NCMI","High_F.Score",0.309559939252612
"380","Y2010","NDSN","High_F.Score",0.694051846127595
"381","Y2009","NEO","Low_F.Score",0.386138612764783
"382","Y2009","NKTR","Low_F.Score",1.82189239341194
"383","Y2010","NTAP","High_F.Score",-0.318537865836717
"384","Y2010","NTCT","High_F.Score",0.469057594968884
"385","Y2009","NTRI","High_F.Score",0.248773651458786
"386","Y2010","NTWK","Low_F.Score",-0.645962733080543
"387","Y2009","NVAX","Low_F.Score",1.26470588429225
"388","Y2009","NWPX","Low_F.Score",-0.232525439288826
"389","Y2009","OBCI","High_F.Score",1.60000000002016
"390","Y2010","OESX","Low_F.Score",0.243670885201537
"391","Y2009","OFIX","High_F.Score",0.964362904955937
"392","Y2009","OMCL","Low_F.Score",0.794117647191876
"393","Y2009","OMEX","Low_F.Score",-0.61356931764946
"394","Y2010","ON","High_F.Score",0.232500000390035
"395","Y2010","ONCS","Low_F.Score",-0.834437092178219
"396","Y2009","OREX","Low_F.Score",1.25670504869249
"397","Y2010","OSIS","High_F.Score",-0.0770925111175031
"398","Y2009","OSTK","High_F.Score",0.773770491537968
"399","Y2010","OTTR","Low_F.Score",0.035063798714386
"400","Y2009","PAAS","High_F.Score",0.328932262167348
"401","Y2010","PCAR","High_F.Score",0.208121849094118
"402","Y2010","PDCO","High_F.Score",-0.000698115207374728
"403","Y2009","PEGA","High_F.Score",0.99246095859519
"404","Y2009","PERI","High_F.Score",0.765027321737819
"405","Y2010","PERY","High_F.Score",0.249999938127004
"406","Y2009","PGNX","Low_F.Score",-0.191198790684581
"407","Y2010","PLCE","High_F.Score",0.0106770105814649
"408","Y2010","POWI","High_F.Score",-0.069660168598549
"409","Y2010","POWL","High_F.Score",-0.0486617990365841
"410","Y2010","PPIH","High_F.Score",0.331666667191344
"411","Y2010","PRAN","Low_F.Score",0.324786313073451
"412","Y2010","PRCP","High_F.Score",0.210290827759284
"413","Y2009","PRFT","High_F.Score",1.08703703492052
"414","Y2010","PRGS","High_F.Score",1.08248492007405
"415","Y2009","PRIM","Low_F.Score",0.989717203546077
"416","Y2009","PRSC","High_F.Score",1.20784883958917
"417","Y2010","PSDV","High_F.Score",-0.0251141546741562
"418","Y2010","PSMT","High_F.Score",0.82987109717958
"419","Y2010","PSTI","Low_F.Score",0.456375839612211
"420","Y2010","PTC","High_F.Score",-0.189525113658986
"421","Y2009","PTNR","High_F.Score",0.494047617958944
"422","Y2010","QADA","High_F.Score",0.188372085100574
"423","Y2010","QCOM","High_F.Score",0.105273768328342
"424","Y2009","QUMU","High_F.Score",0.083146067744496
"425","Y2009","RAIL","High_F.Score",0.378208705799298
"426","Y2010","RAVE","Low_F.Score",0.788359789717442
"427","Y2010","RAVN","High_F.Score",0.652625333853367
"428","Y2009","RCII","High_F.Score",0.220960184589816
"429","Y2009","RDNT","High_F.Score",1.56451612921825
"430","Y2009","REFR","Low_F.Score",-0.378619155776292
"431","Y2010","REGN","Low_F.Score",0.696489201232089
"432","Y2010","RELL","High_F.Score",0.296190476116862
"433","Y2010","RICK","Low_F.Score",0.0804597707052239
"434","Y2009","RSYS","High_F.Score",0.478547854910828
"435","Y2009","RUSHA","High_F.Score",0.480941709168463
"436","Y2009","RUSHB","High_F.Score",0.570881236112847
"437","Y2010","RYAAY","High_F.Score",0.0830565039903075
"438","Y2010","SAFM","High_F.Score",-0.143443440677799
"439","Y2009","SATS","High_F.Score",0.367498381523461
"440","Y2010","SBUX","High_F.Score",0.431994869658157
"441","Y2010","SCHL","High_F.Score",0.0075485622766589
"442","Y2010","SCHN","High_F.Score",-0.363157106630203
"443","Y2010","SCVL","High_F.Score",0.470014663193775
"444","Y2010","SEED","High_F.Score",-0.778403755751501
"445","Y2010","SFLY","High_F.Score",1.1735160233605
"446","Y2010","SHLD","High_F.Score",0.105027096477594
"447","Y2010","SHLO","High_F.Score",1.06725663835224
"448","Y2009","SHOO","High_F.Score",1.59850873961551
"449","Y2009","SILC","High_F.Score",0.613876318199444
"450","Y2010","SLAB","High_F.Score",-0.0935598726725907
"451","Y2009","SLGN","High_F.Score",0.146364674471289
"452","Y2010","SLP","High_F.Score",0.111524169165897
"453","Y2010","SMRT","High_F.Score",0.547351524905291
"454","Y2009","SMSI","High_F.Score",0.690248621647378
"455","Y2009","SNCR","High_F.Score",0.577487765096139
"456","Y2009","SOHU","High_F.Score",0.321713788884508
"457","Y2009","SP","High_F.Score",0.00121951291238087
"458","Y2009","SPAR","High_F.Score",0.393034825077181
"459","Y2009","SPIL","High_F.Score",0.036206897083626
"460","Y2009","SPOK","High_F.Score",0.375678610553329
"461","Y2009","SPTN","High_F.Score",0.105560032517588
"462","Y2010","SRDX","High_F.Score",0.235046335651063
"463","Y2009","SRPT","Low_F.Score",0.7878787825408
"464","Y2009","SSNC","High_F.Score",-0.0575
"465","Y2009","SSRM","Low_F.Score",0.10359800778876
"466","Y2009","STLY","Low_F.Score",0.351063829770994
"467","Y2009","STMP","High_F.Score",0.0412371133893294
"468","Y2009","STRA","High_F.Score",0.353866740656426
"469","Y2009","STRL","High_F.Score",-0.118834080765882
"470","Y2010","STRM","Low_F.Score",0.315068492906152
"471","Y2009","STRS","Low_F.Score",0.634710743771042
"472","Y2010","SWKS","High_F.Score",-0.433461419353601
"473","Y2010","SYMC","High_F.Score",0.420749207171355
"474","Y2009","SYNL","Low_F.Score",0.54666666797055
"475","Y2009","SYNT","High_F.Score",0.868804664848073
"476","Y2009","TACT","High_F.Score",1.87109374966433
"477","Y2009","TAST","High_F.Score",0.937321936744097
"478","Y2009","TATT","Low_F.Score",0.545801525955169
"479","Y2010","TECD","High_F.Score",0.372543525245377
"480","Y2010","TECH","High_F.Score",0.101733387796993
"481","Y2009","THRM","High_F.Score",1.72702702757739
"482","Y2010","TITN","Low_F.Score",1.19192695537819
"483","Y2010","TMUS","Low_F.Score",1.29378530960098
"484","Y2010","TNAV","High_F.Score",0.67674858134304
"485","Y2009","TTEC","High_F.Score",0.568411385600073
"486","Y2010","TUES","High_F.Score",-0.262054507884021
"487","Y2010","TWIN","High_F.Score",0.911827956128268
"488","Y2009","TXRH","High_F.Score",0.457502624112678
"489","Y2009","TYPE","High_F.Score",1.60160427896384
"490","Y2009","UEIC","High_F.Score",0.23425414375466
"491","Y2009","UFPI","High_F.Score",0.447576099295848
"492","Y2009","UFPT","High_F.Score",1.30289532345713
